gene_id_go,gene_description,geneLink,GO
COPB1,coatomer protein complex subunit beta 1,https://www.ncbi.nlm.nih.gov/gene/?term=1315,intracellular protein transport
COPB1,coatomer protein complex subunit beta 1,https://www.ncbi.nlm.nih.gov/gene/?term=1315,retrograde vesicle-mediated transport Golgi to ER
COPB1,coatomer protein complex subunit beta 1,https://www.ncbi.nlm.nih.gov/gene/?term=1315,intra-Golgi vesicle-mediated transport
COPB1,coatomer protein complex subunit beta 1,https://www.ncbi.nlm.nih.gov/gene/?term=1315,membrane
COPB1,coatomer protein complex subunit beta 1,https://www.ncbi.nlm.nih.gov/gene/?term=1315,viral process
COPB1,coatomer protein complex subunit beta 1,https://www.ncbi.nlm.nih.gov/gene/?term=1315,COPI vesicle coat
COPB1,coatomer protein complex subunit beta 1,https://www.ncbi.nlm.nih.gov/gene/?term=1315,intracellular membrane-bounded organelle
COPB1,coatomer protein complex subunit beta 1,https://www.ncbi.nlm.nih.gov/gene/?term=1315,COPI coating of Golgi vesicle
COPB1,coatomer protein complex subunit beta 1,https://www.ncbi.nlm.nih.gov/gene/?term=1315,membrane organization
PJVK,"deafness, autosomal recessive 59",https://www.ncbi.nlm.nih.gov/gene/?term=494513,sensory perception of sound
PJVK,"deafness, autosomal recessive 59",https://www.ncbi.nlm.nih.gov/gene/?term=494513,neuronal cell body
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,G1/S transition of mitotic cell cycle
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,protein polyubiquitination
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,mitotic cell cycle
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,proteasome complex
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,antigen processing and presentation of peptide antigen via MHC class I
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,antigen processing and presentation of exogenous peptide antigen via MHC class I TAP-dependent
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,nucleoplasm
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,cytosol
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,proteasome regulatory particle
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,regulation of cellular amino acid metabolic process
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,apoptotic process
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,DNA damage response signal transduction by p53 class mediator resulting in cell cycle arrest
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,gene expression
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,membrane
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,viral process
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,RNA metabolic process
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,mRNA metabolic process
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,proteasome accessory complex
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,enzyme regulator activity
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,cellular nitrogen compound metabolic process
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,regulation of protein catabolic process
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,antigen processing and presentation of exogenous peptide antigen via MHC class I
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,regulation of apoptotic process
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,negative regulation of apoptotic process
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,small molecule metabolic process
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle
PSMD1,"proteasome 26S subunit, non-ATPase 1",https://www.ncbi.nlm.nih.gov/gene/?term=5707,extracellular vesicular exosome
FHIT,fragile histidine triad,https://www.ncbi.nlm.nih.gov/gene/?term=2272,nucleotide binding
FHIT,fragile histidine triad,https://www.ncbi.nlm.nih.gov/gene/?term=2272,catalytic activity
FHIT,fragile histidine triad,https://www.ncbi.nlm.nih.gov/gene/?term=2272,protein binding
FHIT,fragile histidine triad,https://www.ncbi.nlm.nih.gov/gene/?term=2272,nucleus
FHIT,fragile histidine triad,https://www.ncbi.nlm.nih.gov/gene/?term=2272,cytoplasm
FHIT,fragile histidine triad,https://www.ncbi.nlm.nih.gov/gene/?term=2272,mitochondrion
FHIT,fragile histidine triad,https://www.ncbi.nlm.nih.gov/gene/?term=2272,cytosol
FHIT,fragile histidine triad,https://www.ncbi.nlm.nih.gov/gene/?term=2272,purine nucleotide metabolic process
FHIT,fragile histidine triad,https://www.ncbi.nlm.nih.gov/gene/?term=2272,DNA replication
FHIT,fragile histidine triad,https://www.ncbi.nlm.nih.gov/gene/?term=2272,transcription DNA-templated
FHIT,fragile histidine triad,https://www.ncbi.nlm.nih.gov/gene/?term=2272,regulation of transcription DNA-templated
FHIT,fragile histidine triad,https://www.ncbi.nlm.nih.gov/gene/?term=2272,nucleotide metabolic process
FHIT,fragile histidine triad,https://www.ncbi.nlm.nih.gov/gene/?term=2272,hydrolase activity
FHIT,fragile histidine triad,https://www.ncbi.nlm.nih.gov/gene/?term=2272,ubiquitin protein ligase binding
FHIT,fragile histidine triad,https://www.ncbi.nlm.nih.gov/gene/?term=2272,negative regulation of proteasomal ubiquitin-dependent protein catabolic process
FHIT,fragile histidine triad,https://www.ncbi.nlm.nih.gov/gene/?term=2272,identical protein binding
FHIT,fragile histidine triad,https://www.ncbi.nlm.nih.gov/gene/?term=2272,bis(5'-adenosyl)-triphosphatase activity
FHIT,fragile histidine triad,https://www.ncbi.nlm.nih.gov/gene/?term=2272,extracellular vesicular exosome
FHIT,fragile histidine triad,https://www.ncbi.nlm.nih.gov/gene/?term=2272,intrinsic apoptotic signaling pathway by p53 class mediator
BRWD1,bromodomain and WD repeat domain containing 1,https://www.ncbi.nlm.nih.gov/gene/?term=54014,molecular_function
BRWD1,bromodomain and WD repeat domain containing 1,https://www.ncbi.nlm.nih.gov/gene/?term=54014,nucleus
BRWD1,bromodomain and WD repeat domain containing 1,https://www.ncbi.nlm.nih.gov/gene/?term=54014,cytoplasm
BRWD1,bromodomain and WD repeat domain containing 1,https://www.ncbi.nlm.nih.gov/gene/?term=54014,transcription DNA-templated
BRWD1,bromodomain and WD repeat domain containing 1,https://www.ncbi.nlm.nih.gov/gene/?term=54014,regulation of transcription from RNA polymerase II promoter
BRWD1,bromodomain and WD repeat domain containing 1,https://www.ncbi.nlm.nih.gov/gene/?term=54014,cytoskeleton organization
BRWD1,bromodomain and WD repeat domain containing 1,https://www.ncbi.nlm.nih.gov/gene/?term=54014,regulation of cell shape
POLR2I,RNA polymerase II subunit I,https://www.ncbi.nlm.nih.gov/gene/?term=5438,mRNA splicing via spliceosome
POLR2I,RNA polymerase II subunit I,https://www.ncbi.nlm.nih.gov/gene/?term=5438,maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase II promoter
POLR2I,RNA polymerase II subunit I,https://www.ncbi.nlm.nih.gov/gene/?term=5438,DNA binding
POLR2I,RNA polymerase II subunit I,https://www.ncbi.nlm.nih.gov/gene/?term=5438,DNA-directed RNA polymerase activity
POLR2I,RNA polymerase II subunit I,https://www.ncbi.nlm.nih.gov/gene/?term=5438,nucleus
POLR2I,RNA polymerase II subunit I,https://www.ncbi.nlm.nih.gov/gene/?term=5438,nucleoplasm
POLR2I,RNA polymerase II subunit I,https://www.ncbi.nlm.nih.gov/gene/?term=5438,DNA-directed RNA polymerase II core complex
POLR2I,RNA polymerase II subunit I,https://www.ncbi.nlm.nih.gov/gene/?term=5438,nucleolus
POLR2I,RNA polymerase II subunit I,https://www.ncbi.nlm.nih.gov/gene/?term=5438,DNA repair
POLR2I,RNA polymerase II subunit I,https://www.ncbi.nlm.nih.gov/gene/?term=5438,transcription-coupled nucleotide-excision repair
POLR2I,RNA polymerase II subunit I,https://www.ncbi.nlm.nih.gov/gene/?term=5438,transcription-coupled nucleotide-excision repair
POLR2I,RNA polymerase II subunit I,https://www.ncbi.nlm.nih.gov/gene/?term=5438,nucleotide-excision repair
POLR2I,RNA polymerase II subunit I,https://www.ncbi.nlm.nih.gov/gene/?term=5438,transcription from RNA polymerase II promoter
POLR2I,RNA polymerase II subunit I,https://www.ncbi.nlm.nih.gov/gene/?term=5438,transcription from RNA polymerase II promoter
POLR2I,RNA polymerase II subunit I,https://www.ncbi.nlm.nih.gov/gene/?term=5438,transcription initiation from RNA polymerase II promoter
POLR2I,RNA polymerase II subunit I,https://www.ncbi.nlm.nih.gov/gene/?term=5438,transcription initiation from RNA polymerase II promoter
POLR2I,RNA polymerase II subunit I,https://www.ncbi.nlm.nih.gov/gene/?term=5438,transcription elongation from RNA polymerase II promoter
POLR2I,RNA polymerase II subunit I,https://www.ncbi.nlm.nih.gov/gene/?term=5438,7-methylguanosine mRNA capping
POLR2I,RNA polymerase II subunit I,https://www.ncbi.nlm.nih.gov/gene/?term=5438,zinc ion binding
POLR2I,RNA polymerase II subunit I,https://www.ncbi.nlm.nih.gov/gene/?term=5438,RNA splicing
POLR2I,RNA polymerase II subunit I,https://www.ncbi.nlm.nih.gov/gene/?term=5438,gene expression
POLR2I,RNA polymerase II subunit I,https://www.ncbi.nlm.nih.gov/gene/?term=5438,viral process
POLR2I,RNA polymerase II subunit I,https://www.ncbi.nlm.nih.gov/gene/?term=5438,positive regulation of viral transcription
BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3,https://www.ncbi.nlm.nih.gov/gene/?term=388552,eye development
BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3,https://www.ncbi.nlm.nih.gov/gene/?term=388552,molecular_function
BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3,https://www.ncbi.nlm.nih.gov/gene/?term=388552,protein binding
BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3,https://www.ncbi.nlm.nih.gov/gene/?term=388552,cytosol
BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3,https://www.ncbi.nlm.nih.gov/gene/?term=388552,post-Golgi vesicle-mediated transport
BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3,https://www.ncbi.nlm.nih.gov/gene/?term=388552,anterograde axon cargo transport
BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3,https://www.ncbi.nlm.nih.gov/gene/?term=388552,transport vesicle
BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3,https://www.ncbi.nlm.nih.gov/gene/?term=388552,platelet activation
BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3,https://www.ncbi.nlm.nih.gov/gene/?term=388552,BLOC-1 complex
BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3,https://www.ncbi.nlm.nih.gov/gene/?term=388552,neuron projection development
BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3,https://www.ncbi.nlm.nih.gov/gene/?term=388552,melanosome transport
BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3,https://www.ncbi.nlm.nih.gov/gene/?term=388552,melanosome organization
BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3,https://www.ncbi.nlm.nih.gov/gene/?term=388552,positive regulation of natural killer cell activation
BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3,https://www.ncbi.nlm.nih.gov/gene/?term=388552,secretion of lysosomal enzymes
BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3,https://www.ncbi.nlm.nih.gov/gene/?term=388552,endosome to melanosome transport
BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3,https://www.ncbi.nlm.nih.gov/gene/?term=388552,response to drug
BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3,https://www.ncbi.nlm.nih.gov/gene/?term=388552,pigmentation
BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3,https://www.ncbi.nlm.nih.gov/gene/?term=388552,anterograde synaptic vesicle transport
BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3,https://www.ncbi.nlm.nih.gov/gene/?term=388552,platelet dense granule organization
BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3,https://www.ncbi.nlm.nih.gov/gene/?term=388552,membrane organization
CRELD1,cysteine rich with EGF like domains 1,https://www.ncbi.nlm.nih.gov/gene/?term=78987,endocardial cushion development
CRELD1,cysteine rich with EGF like domains 1,https://www.ncbi.nlm.nih.gov/gene/?term=78987,cardiac septum development
CRELD1,cysteine rich with EGF like domains 1,https://www.ncbi.nlm.nih.gov/gene/?term=78987,calcium ion binding
CRELD1,cysteine rich with EGF like domains 1,https://www.ncbi.nlm.nih.gov/gene/?term=78987,integral component of membrane
TMEM17,transmembrane protein 17,https://www.ncbi.nlm.nih.gov/gene/?term=200728,smoothened signaling pathway
TMEM17,transmembrane protein 17,https://www.ncbi.nlm.nih.gov/gene/?term=200728,integral component of membrane
TMEM17,transmembrane protein 17,https://www.ncbi.nlm.nih.gov/gene/?term=200728,ciliary transition zone
TMEM17,transmembrane protein 17,https://www.ncbi.nlm.nih.gov/gene/?term=200728,TCTN-B9D complex
TMEM17,transmembrane protein 17,https://www.ncbi.nlm.nih.gov/gene/?term=200728,cilium assembly
TMEM17,transmembrane protein 17,https://www.ncbi.nlm.nih.gov/gene/?term=200728,ciliary membrane
TGM2,transglutaminase 2,https://www.ncbi.nlm.nih.gov/gene/?term=7052,blood vessel remodeling
TGM2,transglutaminase 2,https://www.ncbi.nlm.nih.gov/gene/?term=7052,protein-glutamine gamma-glutamyltransferase activity
TGM2,transglutaminase 2,https://www.ncbi.nlm.nih.gov/gene/?term=7052,protein-glutamine gamma-glutamyltransferase activity
TGM2,transglutaminase 2,https://www.ncbi.nlm.nih.gov/gene/?term=7052,protein binding
TGM2,transglutaminase 2,https://www.ncbi.nlm.nih.gov/gene/?term=7052,GTP binding
TGM2,transglutaminase 2,https://www.ncbi.nlm.nih.gov/gene/?term=7052,mitochondrion
TGM2,transglutaminase 2,https://www.ncbi.nlm.nih.gov/gene/?term=7052,cytosol
TGM2,transglutaminase 2,https://www.ncbi.nlm.nih.gov/gene/?term=7052,plasma membrane
TGM2,transglutaminase 2,https://www.ncbi.nlm.nih.gov/gene/?term=7052,isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine
TGM2,transglutaminase 2,https://www.ncbi.nlm.nih.gov/gene/?term=7052,protein domain specific binding
TGM2,transglutaminase 2,https://www.ncbi.nlm.nih.gov/gene/?term=7052,negative regulation of endoplasmic reticulum calcium ion concentration
TGM2,transglutaminase 2,https://www.ncbi.nlm.nih.gov/gene/?term=7052,positive regulation of apoptotic process
TGM2,transglutaminase 2,https://www.ncbi.nlm.nih.gov/gene/?term=7052,positive regulation of I-kappaB kinase/NF-kappaB signaling
TGM2,transglutaminase 2,https://www.ncbi.nlm.nih.gov/gene/?term=7052,apoptotic cell clearance
TGM2,transglutaminase 2,https://www.ncbi.nlm.nih.gov/gene/?term=7052,positive regulation of cell adhesion
TGM2,transglutaminase 2,https://www.ncbi.nlm.nih.gov/gene/?term=7052,metal ion binding
TGM2,transglutaminase 2,https://www.ncbi.nlm.nih.gov/gene/?term=7052,positive regulation of smooth muscle cell proliferation
TGM2,transglutaminase 2,https://www.ncbi.nlm.nih.gov/gene/?term=7052,positive regulation of inflammatory response
TGM2,transglutaminase 2,https://www.ncbi.nlm.nih.gov/gene/?term=7052,protein homooligomerization
TGM2,transglutaminase 2,https://www.ncbi.nlm.nih.gov/gene/?term=7052,positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway
TGM2,transglutaminase 2,https://www.ncbi.nlm.nih.gov/gene/?term=7052,positive regulation of mitochondrial calcium ion concentration
TGM2,transglutaminase 2,https://www.ncbi.nlm.nih.gov/gene/?term=7052,branching involved in salivary gland morphogenesis
TGM2,transglutaminase 2,https://www.ncbi.nlm.nih.gov/gene/?term=7052,salivary gland cavitation
TGM2,transglutaminase 2,https://www.ncbi.nlm.nih.gov/gene/?term=7052,extracellular vesicular exosome
PTBP1,polypyrimidine tract binding protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=5725,nucleotide binding
PTBP1,polypyrimidine tract binding protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=5725,alternative mRNA splicing via spliceosome
PTBP1,polypyrimidine tract binding protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=5725,regulation of alternative mRNA splicing via spliceosome
PTBP1,polypyrimidine tract binding protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=5725,mRNA splicing via spliceosome
PTBP1,polypyrimidine tract binding protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=5725,RNA binding
PTBP1,polypyrimidine tract binding protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=5725,protein binding
PTBP1,polypyrimidine tract binding protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=5725,nucleoplasm
PTBP1,polypyrimidine tract binding protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=5725,nucleolus
PTBP1,polypyrimidine tract binding protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=5725,mRNA processing
PTBP1,polypyrimidine tract binding protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=5725,poly-pyrimidine tract binding
PTBP1,polypyrimidine tract binding protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=5725,RNA splicing
PTBP1,polypyrimidine tract binding protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=5725,gene expression
PTBP1,polypyrimidine tract binding protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=5725,membrane
PTBP1,polypyrimidine tract binding protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=5725,negative regulation of RNA splicing
PTBP1,polypyrimidine tract binding protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=5725,pre-mRNA binding
PTBP1,polypyrimidine tract binding protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=5725,poly(A) RNA binding
PTBP1,polypyrimidine tract binding protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=5725,negative regulation of mRNA splicing via spliceosome
PTBP1,polypyrimidine tract binding protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=5725,negative regulation of muscle cell differentiation
PTBP1,polypyrimidine tract binding protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=5725,extracellular vesicular exosome
RBFOX2,"RNA binding protein, fox-1 homolog 2",https://www.ncbi.nlm.nih.gov/gene/?term=23543,nucleotide binding
RBFOX2,"RNA binding protein, fox-1 homolog 2",https://www.ncbi.nlm.nih.gov/gene/?term=23543,regulation of alternative mRNA splicing via spliceosome
RBFOX2,"RNA binding protein, fox-1 homolog 2",https://www.ncbi.nlm.nih.gov/gene/?term=23543,transcription corepressor activity
RBFOX2,"RNA binding protein, fox-1 homolog 2",https://www.ncbi.nlm.nih.gov/gene/?term=23543,RNA binding
RBFOX2,"RNA binding protein, fox-1 homolog 2",https://www.ncbi.nlm.nih.gov/gene/?term=23543,mRNA binding
RBFOX2,"RNA binding protein, fox-1 homolog 2",https://www.ncbi.nlm.nih.gov/gene/?term=23543,protein binding
RBFOX2,"RNA binding protein, fox-1 homolog 2",https://www.ncbi.nlm.nih.gov/gene/?term=23543,nucleus
RBFOX2,"RNA binding protein, fox-1 homolog 2",https://www.ncbi.nlm.nih.gov/gene/?term=23543,nucleolus
RBFOX2,"RNA binding protein, fox-1 homolog 2",https://www.ncbi.nlm.nih.gov/gene/?term=23543,cytoplasm
RBFOX2,"RNA binding protein, fox-1 homolog 2",https://www.ncbi.nlm.nih.gov/gene/?term=23543,mRNA processing
RBFOX2,"RNA binding protein, fox-1 homolog 2",https://www.ncbi.nlm.nih.gov/gene/?term=23543,transcription factor binding
RBFOX2,"RNA binding protein, fox-1 homolog 2",https://www.ncbi.nlm.nih.gov/gene/?term=23543,RNA splicing
RBFOX2,"RNA binding protein, fox-1 homolog 2",https://www.ncbi.nlm.nih.gov/gene/?term=23543,regulation of definitive erythrocyte differentiation
RBFOX2,"RNA binding protein, fox-1 homolog 2",https://www.ncbi.nlm.nih.gov/gene/?term=23543,RNA metabolic process
RBFOX2,"RNA binding protein, fox-1 homolog 2",https://www.ncbi.nlm.nih.gov/gene/?term=23543,radial glia guided migration of Purkinje cell
RBFOX2,"RNA binding protein, fox-1 homolog 2",https://www.ncbi.nlm.nih.gov/gene/?term=23543,intracellular estrogen receptor signaling pathway
RBFOX2,"RNA binding protein, fox-1 homolog 2",https://www.ncbi.nlm.nih.gov/gene/?term=23543,regulation of cell proliferation
RBFOX2,"RNA binding protein, fox-1 homolog 2",https://www.ncbi.nlm.nih.gov/gene/?term=23543,poly(A) RNA binding
RBFOX2,"RNA binding protein, fox-1 homolog 2",https://www.ncbi.nlm.nih.gov/gene/?term=23543,negative regulation of transcription DNA-templated
RBFOX2,"RNA binding protein, fox-1 homolog 2",https://www.ncbi.nlm.nih.gov/gene/?term=23543,dendrite morphogenesis
RBFOX2,"RNA binding protein, fox-1 homolog 2",https://www.ncbi.nlm.nih.gov/gene/?term=23543,neuromuscular process controlling balance
MAP3K19,mitogen-activated protein kinase kinase kinase 19,https://www.ncbi.nlm.nih.gov/gene/?term=80122,MAPK cascade
MAP3K19,mitogen-activated protein kinase kinase kinase 19,https://www.ncbi.nlm.nih.gov/gene/?term=80122,activation of MAPKK activity
MAP3K19,mitogen-activated protein kinase kinase kinase 19,https://www.ncbi.nlm.nih.gov/gene/?term=80122,protein serine/threonine kinase activity
MAP3K19,mitogen-activated protein kinase kinase kinase 19,https://www.ncbi.nlm.nih.gov/gene/?term=80122,ATP binding
MAP3K19,mitogen-activated protein kinase kinase kinase 19,https://www.ncbi.nlm.nih.gov/gene/?term=80122,protein phosphorylation
ZNF773,zinc finger protein 773,https://www.ncbi.nlm.nih.gov/gene/?term=374928,DNA binding
ZNF773,zinc finger protein 773,https://www.ncbi.nlm.nih.gov/gene/?term=374928,nucleus
ZNF773,zinc finger protein 773,https://www.ncbi.nlm.nih.gov/gene/?term=374928,transcription DNA-templated
ZNF773,zinc finger protein 773,https://www.ncbi.nlm.nih.gov/gene/?term=374928,regulation of transcription DNA-templated
ZNF773,zinc finger protein 773,https://www.ncbi.nlm.nih.gov/gene/?term=374928,metal ion binding
TNIP3,TNFAIP3 interacting protein 3,https://www.ncbi.nlm.nih.gov/gene/?term=79931,MyD88-independent toll-like receptor signaling pathway
TNIP3,TNFAIP3 interacting protein 3,https://www.ncbi.nlm.nih.gov/gene/?term=79931,inflammatory response
TNIP3,TNFAIP3 interacting protein 3,https://www.ncbi.nlm.nih.gov/gene/?term=79931,polyubiquitin binding
TNIP3,TNFAIP3 interacting protein 3,https://www.ncbi.nlm.nih.gov/gene/?term=79931,toll-like receptor 4 signaling pathway
TNIP3,TNFAIP3 interacting protein 3,https://www.ncbi.nlm.nih.gov/gene/?term=79931,negative regulation of I-kappaB kinase/NF-kappaB signaling
TNIP3,TNFAIP3 interacting protein 3,https://www.ncbi.nlm.nih.gov/gene/?term=79931,cellular response to lipopolysaccharide
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,https://www.ncbi.nlm.nih.gov/gene/?term=476,regulation of the force of heart contraction
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,https://www.ncbi.nlm.nih.gov/gene/?term=476,regulation of sodium ion transport
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,https://www.ncbi.nlm.nih.gov/gene/?term=476,sodium:potassium-exchanging ATPase activity
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,https://www.ncbi.nlm.nih.gov/gene/?term=476,protein binding
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,https://www.ncbi.nlm.nih.gov/gene/?term=476,ATP binding
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,https://www.ncbi.nlm.nih.gov/gene/?term=476,endosome
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,https://www.ncbi.nlm.nih.gov/gene/?term=476,endoplasmic reticulum
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,https://www.ncbi.nlm.nih.gov/gene/?term=476,Golgi apparatus
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,https://www.ncbi.nlm.nih.gov/gene/?term=476,plasma membrane
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,https://www.ncbi.nlm.nih.gov/gene/?term=476,plasma membrane
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,https://www.ncbi.nlm.nih.gov/gene/?term=476,sodium:potassium-exchanging ATPase complex
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,https://www.ncbi.nlm.nih.gov/gene/?term=476,caveola
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,https://www.ncbi.nlm.nih.gov/gene/?term=476,ATP biosynthetic process
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,https://www.ncbi.nlm.nih.gov/gene/?term=476,regulation of blood pressure
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,https://www.ncbi.nlm.nih.gov/gene/?term=476,potassium ion import
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,https://www.ncbi.nlm.nih.gov/gene/?term=476,membrane
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,https://www.ncbi.nlm.nih.gov/gene/?term=476,integral component of membrane
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,https://www.ncbi.nlm.nih.gov/gene/?term=476,basolateral plasma membrane
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,https://www.ncbi.nlm.nih.gov/gene/?term=476,protein kinase binding
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,https://www.ncbi.nlm.nih.gov/gene/?term=476,protein domain specific binding
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,https://www.ncbi.nlm.nih.gov/gene/?term=476,T-tubule
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,https://www.ncbi.nlm.nih.gov/gene/?term=476,ankyrin binding
ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,https://www.ncbi.nlm.nih.gov/gene/?term=476,potassium ion binding
