gene_id_go,gene_description,geneLink,GO
Clu,clusterin,https://www.ncbi.nlm.nih.gov/gene/?term=24854,positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process
Clu,clusterin,https://www.ncbi.nlm.nih.gov/gene/?term=24854,positive regulation of intrinsic apoptotic signaling pathway
Kcnc1,potassium voltage-gated channel subfamily C member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25327,voltage-gated potassium channel activity
Kcnc1,potassium voltage-gated channel subfamily C member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25327,delayed rectifier potassium channel activity
Kcnc1,potassium voltage-gated channel subfamily C member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25327,voltage-gated potassium channel complex
Kcnc1,potassium voltage-gated channel subfamily C member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25327,kinesin binding
Kcnc1,potassium voltage-gated channel subfamily C member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25327,axolemma
Kcnc1,potassium voltage-gated channel subfamily C member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25327,dendrite membrane
Kcnc1,potassium voltage-gated channel subfamily C member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25327,neuronal cell body membrane
Kcnc1,potassium voltage-gated channel subfamily C member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25327,regulation of ion transmembrane transport
Kcnc1,potassium voltage-gated channel subfamily C member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25327,protein homooligomerization
Kcnc1,potassium voltage-gated channel subfamily C member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25327,potassium ion transmembrane transport
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,telomere maintenance
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,damaged DNA binding
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,double-stranded DNA binding
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,double-stranded telomeric DNA binding
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,ATP-dependent DNA helicase activity
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,protein binding
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,nucleus
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,transcription factor complex
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,nucleolus
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,cytoplasm
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,double-strand break repair
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,double-strand break repair via nonhomologous end joining
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,cellular response to DNA damage stimulus
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,brain development
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,protein C-terminus binding
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,response to ionizing radiation
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,membrane
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,DNA duplex unwinding
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,V(D)J recombination
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,telomeric DNA binding
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,protein complex
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,Ku70:Ku80 complex
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,transcription regulatory region DNA binding
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,poly(A) RNA binding
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,negative regulation of transcription DNA-templated
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,positive regulation of transcription DNA-templated
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,positive regulation of transcription from RNA polymerase II promoter
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,positive regulation of neurogenesis
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,5'-deoxyribose-5-phosphate lyase activity
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,nonhomologous end joining complex
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,cellular hyperosmotic salinity response
Xrcc6,X-ray repair cross complementing 6,https://www.ncbi.nlm.nih.gov/gene/?term=25019,cellular response to X-ray
Lalba,"lactalbumin, alpha",https://www.ncbi.nlm.nih.gov/gene/?term=24528,lactose synthase activity
Lalba,"lactalbumin, alpha",https://www.ncbi.nlm.nih.gov/gene/?term=24528,calcium ion binding
Lalba,"lactalbumin, alpha",https://www.ncbi.nlm.nih.gov/gene/?term=24528,extracellular region
Lalba,"lactalbumin, alpha",https://www.ncbi.nlm.nih.gov/gene/?term=24528,lactose biosynthetic process
Sord,sorbitol dehydrogenase,https://www.ncbi.nlm.nih.gov/gene/?term=24788,L-iditol 2-dehydrogenase activity
Sord,sorbitol dehydrogenase,https://www.ncbi.nlm.nih.gov/gene/?term=24788,cellular_component
Sord,sorbitol dehydrogenase,https://www.ncbi.nlm.nih.gov/gene/?term=24788,mitochondrion
Sord,sorbitol dehydrogenase,https://www.ncbi.nlm.nih.gov/gene/?term=24788,sorbitol metabolic process
Sord,sorbitol dehydrogenase,https://www.ncbi.nlm.nih.gov/gene/?term=24788,sorbitol catabolic process
Sord,sorbitol dehydrogenase,https://www.ncbi.nlm.nih.gov/gene/?term=24788,response to osmotic stress
Sord,sorbitol dehydrogenase,https://www.ncbi.nlm.nih.gov/gene/?term=24788,zinc ion binding
Sord,sorbitol dehydrogenase,https://www.ncbi.nlm.nih.gov/gene/?term=24788,response to hormone
Sord,sorbitol dehydrogenase,https://www.ncbi.nlm.nih.gov/gene/?term=24788,membrane
Sord,sorbitol dehydrogenase,https://www.ncbi.nlm.nih.gov/gene/?term=24788,sperm motility
Sord,sorbitol dehydrogenase,https://www.ncbi.nlm.nih.gov/gene/?term=24788,motile cilium
Sord,sorbitol dehydrogenase,https://www.ncbi.nlm.nih.gov/gene/?term=24788,response to nutrient levels
Sord,sorbitol dehydrogenase,https://www.ncbi.nlm.nih.gov/gene/?term=24788,mitochondrial membrane
Sord,sorbitol dehydrogenase,https://www.ncbi.nlm.nih.gov/gene/?term=24788,response to drug
Sord,sorbitol dehydrogenase,https://www.ncbi.nlm.nih.gov/gene/?term=24788,identical protein binding
Sord,sorbitol dehydrogenase,https://www.ncbi.nlm.nih.gov/gene/?term=24788,fructose biosynthetic process
Sord,sorbitol dehydrogenase,https://www.ncbi.nlm.nih.gov/gene/?term=24788,response to cadmium ion
Sord,sorbitol dehydrogenase,https://www.ncbi.nlm.nih.gov/gene/?term=24788,response to copper ion
Sord,sorbitol dehydrogenase,https://www.ncbi.nlm.nih.gov/gene/?term=24788,L-xylitol catabolic process
Sord,sorbitol dehydrogenase,https://www.ncbi.nlm.nih.gov/gene/?term=24788,L-xylitol metabolic process
Sord,sorbitol dehydrogenase,https://www.ncbi.nlm.nih.gov/gene/?term=24788,NAD binding
Sord,sorbitol dehydrogenase,https://www.ncbi.nlm.nih.gov/gene/?term=24788,oxidation-reduction process
Sord,sorbitol dehydrogenase,https://www.ncbi.nlm.nih.gov/gene/?term=24788,extracellular vesicular exosome
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,protease binding
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,acute inflammatory response to antigenic stimulus
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,bradykinin receptor activity
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,protein binding
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,endosome
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,plasma membrane
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,smooth muscle contraction
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,G-protein coupled receptor signaling pathway
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,positive regulation of cytosolic calcium ion concentration
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,negative regulation of cell proliferation
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,response to salt stress
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,integral component of membrane
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,sensory perception of pain
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,beta-2 adrenergic receptor binding
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,type 1 angiotensin receptor binding
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,negative regulation of peptidyl-serine phosphorylation
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,maintenance of blood-brain barrier
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,vasoconstriction
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,vasodilation
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,response to drug
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,negative regulation of blood pressure
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,protein heterodimerization activity
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,arachidonic acid secretion
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,cellular response to hypoxia
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress
Bdkrb2,bradykinin receptor B2,https://www.ncbi.nlm.nih.gov/gene/?term=25245,negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress by p53 class mediator
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,protein phosphatase type 1 complex
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,phosphoprotein phosphatase activity
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,protein serine/threonine phosphatase activity
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,protein binding
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,nucleus
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,nucleoplasm
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,nucleolus
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,cytoplasm
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,cytosol
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,glycogen metabolic process
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,regulation of glycogen biosynthetic process
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,regulation of glycogen catabolic process
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,protein dephosphorylation
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,phosphatase activity
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,lung development
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,circadian regulation of gene expression
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,glycogen granule
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,regulation of circadian rhythm
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,neuron projection
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,ribonucleoprotein complex binding
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,neuronal cell body
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,entrainment of circadian clock by photoperiod
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,dendritic spine
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,perikaryon
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,metal ion binding
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,branching morphogenesis of an epithelial tube
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,cell division
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,extracellular vesicular exosome
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,MLL5-L complex
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,PTW/PP1 phosphatase complex
Ppp1ca,protein phosphatase 1 catalytic subunit alpha,https://www.ncbi.nlm.nih.gov/gene/?term=24668,positive regulation of extrinsic apoptotic signaling pathway in absence of ligand
Slc12a1,solute carrier family 12 member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25065,kidney development
Slc12a1,solute carrier family 12 member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25065,plasma membrane
Slc12a1,solute carrier family 12 member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25065,potassium ion transport
Slc12a1,solute carrier family 12 member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25065,sodium ion transport
Slc12a1,solute carrier family 12 member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25065,chloride transport
Slc12a1,solute carrier family 12 member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25065,excretion
Slc12a1,solute carrier family 12 member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25065,sodium:potassium:chloride symporter activity
Slc12a1,solute carrier family 12 member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25065,cell surface
Slc12a1,solute carrier family 12 member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25065,cation:chloride symporter activity
Slc12a1,solute carrier family 12 member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25065,integral component of membrane
Slc12a1,solute carrier family 12 member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25065,diterpenoid metabolic process
Slc12a1,solute carrier family 12 member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25065,apical plasma membrane
Slc12a1,solute carrier family 12 member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25065,protein insertion into membrane from inner side
Slc12a1,solute carrier family 12 member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25065,ion transmembrane transport
Slc12a1,solute carrier family 12 member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25065,rubidium ion transmembrane transporter activity
Slc12a1,solute carrier family 12 member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25065,renal rubidium ion absorption
Slc12a1,solute carrier family 12 member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25065,chemical homeostasis
Slc12a1,solute carrier family 12 member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25065,extracellular vesicular exosome
Slc12a1,solute carrier family 12 member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25065,renal sodium ion absorption
Slc12a1,solute carrier family 12 member 1,https://www.ncbi.nlm.nih.gov/gene/?term=25065,chloride transmembrane transport
Htr1d,5-hydroxytryptamine receptor 1D,https://www.ncbi.nlm.nih.gov/gene/?term=25323,serotonin receptor activity
Htr1d,5-hydroxytryptamine receptor 1D,https://www.ncbi.nlm.nih.gov/gene/?term=25323,integral component of plasma membrane
Htr1d,5-hydroxytryptamine receptor 1D,https://www.ncbi.nlm.nih.gov/gene/?term=25323,adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway
Htr1d,5-hydroxytryptamine receptor 1D,https://www.ncbi.nlm.nih.gov/gene/?term=25323,serotonin receptor signaling pathway
Htr1d,5-hydroxytryptamine receptor 1D,https://www.ncbi.nlm.nih.gov/gene/?term=25323,synaptic transmission
Htr1d,5-hydroxytryptamine receptor 1D,https://www.ncbi.nlm.nih.gov/gene/?term=25323,response to toxic substance
Htr1d,5-hydroxytryptamine receptor 1D,https://www.ncbi.nlm.nih.gov/gene/?term=25323,intestine smooth muscle contraction
Htr1d,5-hydroxytryptamine receptor 1D,https://www.ncbi.nlm.nih.gov/gene/?term=25323,regulation of locomotion
Htr1d,5-hydroxytryptamine receptor 1D,https://www.ncbi.nlm.nih.gov/gene/?term=25323,vasoconstriction
Htr1d,5-hydroxytryptamine receptor 1D,https://www.ncbi.nlm.nih.gov/gene/?term=25323,regulation of behavior
Htr1d,5-hydroxytryptamine receptor 1D,https://www.ncbi.nlm.nih.gov/gene/?term=25323,serotonin binding
Eln,elastin,https://www.ncbi.nlm.nih.gov/gene/?term=25043,blood vessel remodeling
Eln,elastin,https://www.ncbi.nlm.nih.gov/gene/?term=25043,extracellular matrix structural constituent
Eln,elastin,https://www.ncbi.nlm.nih.gov/gene/?term=25043,extracellular region
Eln,elastin,https://www.ncbi.nlm.nih.gov/gene/?term=25043,proteinaceous extracellular matrix
Eln,elastin,https://www.ncbi.nlm.nih.gov/gene/?term=25043,mitochondrion
Eln,elastin,https://www.ncbi.nlm.nih.gov/gene/?term=25043,skeletal muscle tissue development
Eln,elastin,https://www.ncbi.nlm.nih.gov/gene/?term=25043,extracellular matrix constituent conferring elasticity
Eln,elastin,https://www.ncbi.nlm.nih.gov/gene/?term=25043,extracellular matrix organization
Eln,elastin,https://www.ncbi.nlm.nih.gov/gene/?term=25043,regulation of actin filament polymerization
Eln,elastin,https://www.ncbi.nlm.nih.gov/gene/?term=25043,stress fiber assembly
Eln,elastin,https://www.ncbi.nlm.nih.gov/gene/?term=25043,elastic fiber assembly
Eln,elastin,https://www.ncbi.nlm.nih.gov/gene/?term=25043,extracellular matrix binding
Eln,elastin,https://www.ncbi.nlm.nih.gov/gene/?term=25043,elastic fiber
Cyb5r3,cytochrome b5 reductase 3,https://www.ncbi.nlm.nih.gov/gene/?term=25035,cytochrome-b5 reductase activity acting on NAD(P)H
Cyb5r3,cytochrome b5 reductase 3,https://www.ncbi.nlm.nih.gov/gene/?term=25035,mitochondrion
Cyb5r3,cytochrome b5 reductase 3,https://www.ncbi.nlm.nih.gov/gene/?term=25035,mitochondrial outer membrane
Cyb5r3,cytochrome b5 reductase 3,https://www.ncbi.nlm.nih.gov/gene/?term=25035,mitochondrial inner membrane
Cyb5r3,cytochrome b5 reductase 3,https://www.ncbi.nlm.nih.gov/gene/?term=25035,endoplasmic reticulum
Cyb5r3,cytochrome b5 reductase 3,https://www.ncbi.nlm.nih.gov/gene/?term=25035,endoplasmic reticulum membrane
Cyb5r3,cytochrome b5 reductase 3,https://www.ncbi.nlm.nih.gov/gene/?term=25035,lipid particle
Cyb5r3,cytochrome b5 reductase 3,https://www.ncbi.nlm.nih.gov/gene/?term=25035,cholesterol biosynthetic process
Cyb5r3,cytochrome b5 reductase 3,https://www.ncbi.nlm.nih.gov/gene/?term=25035,biological_process
Cyb5r3,cytochrome b5 reductase 3,https://www.ncbi.nlm.nih.gov/gene/?term=25035,membrane
Cyb5r3,cytochrome b5 reductase 3,https://www.ncbi.nlm.nih.gov/gene/?term=25035,AMP binding
Cyb5r3,cytochrome b5 reductase 3,https://www.ncbi.nlm.nih.gov/gene/?term=25035,ADP binding
Cyb5r3,cytochrome b5 reductase 3,https://www.ncbi.nlm.nih.gov/gene/?term=25035,flavin adenine dinucleotide binding
Cyb5r3,cytochrome b5 reductase 3,https://www.ncbi.nlm.nih.gov/gene/?term=25035,NAD binding
Cyb5r3,cytochrome b5 reductase 3,https://www.ncbi.nlm.nih.gov/gene/?term=25035,oxidation-reduction process
Cyb5r3,cytochrome b5 reductase 3,https://www.ncbi.nlm.nih.gov/gene/?term=25035,extracellular vesicular exosome
Cyb5r3,cytochrome b5 reductase 3,https://www.ncbi.nlm.nih.gov/gene/?term=25035,FAD binding
Prl6a1,"prolactin family 6, subfamily a, member 1",https://www.ncbi.nlm.nih.gov/gene/?term=24657,hormone activity
Prl6a1,"prolactin family 6, subfamily a, member 1",https://www.ncbi.nlm.nih.gov/gene/?term=24657,extracellular region
Rbp3,retinol binding protein 3,https://www.ncbi.nlm.nih.gov/gene/?term=24711,retinoid metabolic process
Rbp3,retinol binding protein 3,https://www.ncbi.nlm.nih.gov/gene/?term=24711,extracellular space
Rbp3,retinol binding protein 3,https://www.ncbi.nlm.nih.gov/gene/?term=24711,proteolysis
Rbp3,retinol binding protein 3,https://www.ncbi.nlm.nih.gov/gene/?term=24711,serine-type peptidase activity
Rbp3,retinol binding protein 3,https://www.ncbi.nlm.nih.gov/gene/?term=24711,retinol binding
Rbp3,retinol binding protein 3,https://www.ncbi.nlm.nih.gov/gene/?term=24711,interphotoreceptor matrix
Rbp3,retinol binding protein 3,https://www.ncbi.nlm.nih.gov/gene/?term=24711,eye photoreceptor cell development
Mmp7,matrix metallopeptidase 7,https://www.ncbi.nlm.nih.gov/gene/?term=25335,antibacterial peptide secretion
Mmp7,matrix metallopeptidase 7,https://www.ncbi.nlm.nih.gov/gene/?term=25335,metalloendopeptidase activity
Mmp7,matrix metallopeptidase 7,https://www.ncbi.nlm.nih.gov/gene/?term=25335,proteinaceous extracellular matrix
Mmp7,matrix metallopeptidase 7,https://www.ncbi.nlm.nih.gov/gene/?term=25335,proteolysis
Mmp7,matrix metallopeptidase 7,https://www.ncbi.nlm.nih.gov/gene/?term=25335,zinc ion binding
Mmp7,matrix metallopeptidase 7,https://www.ncbi.nlm.nih.gov/gene/?term=25335,collagen catabolic process
Mmp7,matrix metallopeptidase 7,https://www.ncbi.nlm.nih.gov/gene/?term=25335,regulation of cell proliferation
Mmp7,matrix metallopeptidase 7,https://www.ncbi.nlm.nih.gov/gene/?term=25335,response to drug
Mmp7,matrix metallopeptidase 7,https://www.ncbi.nlm.nih.gov/gene/?term=25335,defense response to bacterium
Mmp7,matrix metallopeptidase 7,https://www.ncbi.nlm.nih.gov/gene/?term=25335,defense response to Gram-negative bacterium
Mmp7,matrix metallopeptidase 7,https://www.ncbi.nlm.nih.gov/gene/?term=25335,defense response to Gram-positive bacterium
Mmp7,matrix metallopeptidase 7,https://www.ncbi.nlm.nih.gov/gene/?term=25335,extracellular vesicular exosome
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,G1/S transition of mitotic cell cycle
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,negative regulation of transcription from RNA polymerase II promoter
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,core promoter binding
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,RNA polymerase II activating transcription factor binding
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,DNA binding
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,protein binding
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,nucleus
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,transcription factor complex
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,spindle
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,transcription DNA-templated
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,regulation of transcription from RNA polymerase II promoter
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,negative regulation of protein kinase activity
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,cell cycle arrest
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,Ras protein signal transduction
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,regulation of mitotic cell cycle
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,transcription factor binding
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,negative regulation of cell proliferation
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,chromatin modification
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,PML body
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,enzyme binding
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,kinase binding
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,neuron differentiation
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,sister chromatid biorientation
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,neuron projection development
Rb1,RB transcriptional corepressor 1,https://www.ncbi.nlm.nih.gov/gene/?term=24708,ubiquitin protein ligase binding
